Name,Website,Office/s,Stage/s,Portfolio,Market/s,Firm LinkedIn,Firm Twitter,Contact Downloads
TrueSight Ventures,https://www.truesight.vc,"London (United Kingdom), Stockholm (Sweden)","Pre-Seed, Seed",https://www.truesight.vc/#portfolio,"Enterprise Software/B2B SaaS, FinTech, InsurTech, Consumer, AI/ML, Cloud, Gaming, Future of Work, HealthTech, Marketplaces",,,https://payhip.com/projectstartups
Twelve Below,https://www.twelvebelow.co,New York (United States),"Pre-Seed, Seed, Series A",https://www.twelvebelow.co/#portfolio,"Software & Internet, SaaS (Fintech, Digital Healthcare, Energy, B2C, B2B)",https://www.linkedin.com/company/twelve-below-vc/,https://twitter.com/twelve_below,https://payhip.com/projectstartups
Two Lanterns Venture Partners,https://www.2l.vc,Newton (United States),"Pre-Seed, Seed, Series A",,"Enterprise Tech, Enterprise Software, AI, IoT, Hardware, Autonomous Vehicles, HealthTech, Digital Health, Wearables, Sensors",https://www.linkedin.com/company/two-lanterns-venture-partners/,,https://payhip.com/projectstartups
Underscore VC,https://underscore.vc,Boston (United States),"Pre-Seed, Seed, Series A",https://underscore.vc/portfolio/,"Enterprise HR & Management, Web 3.0, Edge Computing, Serverless, Decentralized Storage, Stablecoins, AR E-Commerce, Virtualized Marketplaces, Real Estate Tech, Construction Tech, Machine Vision, Drone Navigation",https://www.linkedin.com/company/_underscore.vc/,https://twitter.com/UnderscoreVC,https://payhip.com/projectstartups
Unshackled Ventures,https://www.unshackledvc.com,San Francisco (United States),"Pre-Seed, Seed, Series A",https://www.unshackledvc.com/companies,"Immigrants Founders (Enterprise Software, Hardware, Life Sciences, Future of Work, Digital Media, FinTech, E-commerce, Telecom, Food & Beverages, Consumer)",https://www.linkedin.com/company/unshackled/,https://twitter.com/UnshackledVC,https://payhip.com/projectstartups
Unusual Ventures,https://www.unusual.vc,"Menlo Park (United States), San Francisco (United States)","Pre-Seed, Seed, Series A",https://www.unusual.vc/portfolio,"Enterprise Tech, Enterprise Software, Consumer Tech, Consumer Internet",https://www.linkedin.com/company/unusualventures/,https://twitter.com/unusual_vc,https://payhip.com/projectstartups
Upsparks,https://www.upsparks.vc,Bangalore (India),"Pre-Seed, Seed, Series A",https://www.upsparks.vc/portfolio,"Consumer Internet, Digital B2B Businesses, Digital Health",https://www.linkedin.com/company/upsparksventures/,https://twitter.com/upsparksIN,https://payhip.com/projectstartups
UpWest,https://upwest.vc,"Palo Alto (United States), Tel Aviv (Israel)","Pre-Seed, Seed",https://upwest.vc/portfolio/,"Israeli Founders, Israeli Startups, USA Markets (Enterprise Software/SaaS, Cyber Security, Digital Health, Dev Tools)",https://www.linkedin.com/company/upwest-vc/,https://twitter.com/upwestvc,https://payhip.com/projectstartups
Veg Capital,https://vegcapital.co.uk,York (United Kingdom),"Pre-Seed, Seed, Series A",https://vegcapital.co.uk/portfolio/,"Plant-Based Future/FoodTech (Meat, Dairy, Eggs & Seafood Replacements)",https://www.linkedin.com/company/vegcapital/,https://twitter.com/vegcapital,https://payhip.com/projectstartups
Venture Highway,https://www.venturehighway.vc,"New Delhi (India), Bengaluru (India)","Pre-Seed, Seed, Series A",https://www.venturehighway.vc/#investments,"Consumer Tech/Consumer Internet, FinTech, eSports, E-commerce, Social, Enterprise/B2B, SaaS/Software, Supply Chain/Logistics",https://www.linkedin.com/company/venture-highway-llp/,https://twitter.com/venturehighway,https://payhip.com/projectstartups
Venture Investors,https://ventureinvestors.com,"Madison (United States), Milwaukee (United States), Ann Arbor (United States)","Pre-Seed, Seed, Series A",https://ventureinvestors.com/portfolio/,"Health Care/Life Sciences (Medical Devices, Tools/Diagnostics, Biopharma/BioTech, Digital Health)",https://www.linkedin.com/company/venture-investors/,https://twitter.com/VI_Funds,https://payhip.com/projectstartups
Victress Capital,https://www.victresscapital.com,Boston (United States),"Pre-Seed, Seed, Series A",https://www.victresscapital.com/the-portfolio,"Female Founders (Consumer Internet, Tech-enabled Consumer Services, Consumer Brands, Consumer Marketplaces)",https://www.linkedin.com/company/victress-capital-llc/,https://twitter.com/VictressCapital,https://payhip.com/projectstartups
Village Global,https://www.villageglobal.vc,San Francisco (United States),"Pre-Seed, Seed",https://www.villageglobal.vc/portfolio,"Software, IT, Digital Health, FinTech, SaaS, Consumer Internet",https://www.linkedin.com/company/villageglobal/,https://twitter.com/villageglobal,https://payhip.com/projectstartups
Voima Ventures,https://voimaventures.com,"Helsinki (Finland), Espoo (Finland)","Pre-Seed, Seed, Series A",https://voimaventures.com/portfolio/,"Deep Tech (BioTech, MedTech, Life Sciences, New Materials, Semiconductors, EnergyTech, Imaging & Optics, IoT, Electronics, Robotics, Software, ICT, AI, AgTech, FoodTech, Sustainability)",https://www.linkedin.com/company/voima-ventures/,https://twitter.com/voimaventures,https://payhip.com/projectstartups
Watertower Ventures,https://watertowerventures.com,Los Angeles (United States),"Pre-Seed, Seed, Series A",https://www.watertowerventures.com/portfolio,"Consumer Tech, Marketplaces, FinTech, Real Estate Tech, Digital Media, Gaming, Enterprise Software, SaaS, Internet Infrastructure",https://www.linkedin.com/company/watertowerventures/,,https://payhip.com/projectstartups
Wedbush Ventures,https://www.wedbushventures.com,Santa Monica (United States),"Pre-Seed, Seed, Series A",https://www.wedbushventures.com/portfolio,"FinTech, InsurTech, MarTech, AdTech, Cyber Security, Consumer Tech, Software Enablement",https://www.linkedin.com/company/wedbush-ventures/,,https://payhip.com/projectstartups
Weekend Fund,https://www.weekend.fund,San Francisco (United States),"Pre-Seed, Seed, Post-Seed, Pre-Series A",,"Distributed/Remote Working, Audio/Voice Technology, Digital Celebrities, Creators/Makers Tools, Software/SaaS",https://www.linkedin.com/company/weekend-fund/,https://twitter.com/weekendfund,https://payhip.com/projectstartups
WestWave Capital,https://www.westwavecapital.com,Palo Alto (United States),"Pre-Seed, Seed, Series A",https://www.westwavecapital.com/portfolio,"DeepTech (SaaS, Security, Cloud Infrastructure, Blockchain, Analytics, IoT)",https://www.linkedin.com/company/westwave/,,https://payhip.com/projectstartups
Winnow Fund,https://www.winnowfund.com,Madison (United States),"Pre-Seed, Seed",https://www.winnowfund.com/portfolio/,University and College Entrepreneurs,https://www.linkedin.com/company/winnow-fund/,,https://payhip.com/projectstartups
Wireframe Ventures,https://www.wireframevc.com,San Francisco (United States),"Pre-Seed, Seed",https://www.wireframevc.com/portfolio,"EnergyTech, Climate Change, Health Care, AI & Automation, Bioscience, Enterprise, FinTech, Retail",https://www.linkedin.com/company/wireframe-ventures/,https://twitter.com/wireframevc,https://payhip.com/projectstartups
Wonder Ventures,https://wondervc.com,Los Angeles (United States),"Pre-Seed, Seed",https://wondervc.com/portfolio/,"B2B Software/Enterprise Software/SaaS, Blockchain, Consumer, FinTech, Health Care, Marketplaces, Transportation/Logistics",https://www.linkedin.com/company/wonder-ventures/,https://twitter.com/wonderventures,https://payhip.com/projectstartups
Work Life Ventures,https://www.worklife.vc,San Francisco (United States),"Pre-Seed, Seed",https://www.worklife.vc/companies,"Tools For: (Creators, Designers, Developers, Moneymakers, Scientists, Teams)",,https://twitter.com/worklifevc,https://payhip.com/projectstartups
XFactor Ventures,https://www.xfactor.ventures,New York (United States),"Pre-Seed, Seed",https://www.xfactor.ventures/portfolio,"Female-Led Businesses, Female Founders (B2B Software, FinTech, AgTech, Health Care, Consumer Marketplaces, Consumer Products)",https://www.linkedin.com/company/xfactor-ventures/,https://twitter.com/XFactorVentures,https://payhip.com/projectstartups
York IE,https://york.ie,"Manchester (United Kingdom), Boston (United States), Ahmedabad (India)","Pre-Seed, Seed, Series A",https://york.ie/portfolio/,"B2B Software, SaaS, FinTech, MarTech, PropTech, AdTech, Cyber Security, Sports, Consumer Internet",https://www.linkedin.com/company/york-ie/,https://twitter.com/yorkgrowth,https://payhip.com/projectstartups
ZANE Venture Fund,https://www.zane.vc,Atlanta (United States),"Pre-Seed, Seed, Series A",https://www.zane.vc/portfolio,"FinTech, Cyber Security, EdTech, Supply Chain, Internet of Things, HealthTech/Wellness Technology",https://www.linkedin.com/company/zane-venture-fund/,https://twitter.com/zaneventurefund,https://payhip.com/projectstartups
